Unit,Period,Days,Account,Amount
00040302CE36,24,31,Other Labor-related Costs,4734
00040302CF03,1,30,Other Labor-related Costs,3298
00040302CF03,2,31,Other Labor-related Costs,3465
00040302CF03,3,30,Other Labor-related Costs,3089
00040302CF03,4,31,Other Labor-related Costs,2839
00040302CF03,5,31,Other Labor-related Costs,2986
00040302CF03,6,30,Other Labor-related Costs,2800
00040302CF03,7,31,Other Labor-related Costs,3650
00040302CF03,8,30,Other Labor-related Costs,2814
00040302CF03,9,31,Other Labor-related Costs,2444
00040302CF03,10,31,Other Labor-related Costs,3247
00040302CF03,11,28,Other Labor-related Costs,3008
00040302CF03,12,31,Other Labor-related Costs,3746
00040302CF03,13,30,Other Labor-related Costs,3855
00040302CF03,14,31,Other Labor-related Costs,3709
00040302CF03,15,30,Other Labor-related Costs,3408
00040302CF03,16,31,Other Labor-related Costs,3689
00040302CF03,17,31,Other Labor-related Costs,3606
00040302CF03,18,30,Other Labor-related Costs,3215
00040302CF03,19,31,Other Labor-related Costs,3355
00040302CF03,20,30,Other Labor-related Costs,3328
00040302CF03,21,31,Other Labor-related Costs,2474
00040302CF03,22,31,Other Labor-related Costs,3403
00040302CF03,23,28,Other Labor-related Costs,3423
00040302CF03,24,31,Other Labor-related Costs,3677
00040302CF28,1,30,Other Labor-related Costs,3117
00040302CF28,2,31,Other Labor-related Costs,3523
00040302CF28,3,30,Other Labor-related Costs,3279
00040302CF28,4,31,Other Labor-related Costs,3273
00040302CF28,5,31,Other Labor-related Costs,3641
00040302CF28,6,30,Other Labor-related Costs,3360
00040302CF28,7,31,Other Labor-related Costs,3755
00040302CF28,8,30,Other Labor-related Costs,3482
00040302CF28,9,31,Other Labor-related Costs,2957
00040302CF28,10,31,Other Labor-related Costs,3478
00040302CF28,11,28,Other Labor-related Costs,3454
00040302CF28,12,31,Other Labor-related Costs,4056
00040302CF28,13,30,Other Labor-related Costs,3835
00040302CF28,14,31,Other Labor-related Costs,4101
00040302CF28,15,30,Other Labor-related Costs,3850
00040302CF28,16,31,Other Labor-related Costs,3816
00040302CF28,17,31,Other Labor-related Costs,3932
00040302CF28,18,30,Other Labor-related Costs,3814
00040302CF28,19,31,Other Labor-related Costs,4198
00040302CF28,20,30,Other Labor-related Costs,3987
00040302CF28,21,31,Other Labor-related Costs,3220
00040302CF28,22,31,Other Labor-related Costs,4450
00040302CF28,23,28,Other Labor-related Costs,4279
00040302CF28,24,31,Other Labor-related Costs,4605
00040302D006,1,30,Other Labor-related Costs,1165
00040302D006,2,31,Other Labor-related Costs,1630
00040302D006,3,30,Other Labor-related Costs,1674
00040302D006,4,31,Other Labor-related Costs,2046
00040302D006,5,31,Other Labor-related Costs,1899
00040302D006,6,30,Other Labor-related Costs,1795
00040302D006,7,31,Other Labor-related Costs,1408
00040302D006,8,30,Other Labor-related Costs,1550
00040302D006,9,31,Other Labor-related Costs,845
00040302D006,10,31,Other Labor-related Costs,1470
00040302D006,11,28,Other Labor-related Costs,1488
00040302D006,12,31,Other Labor-related Costs,1781
00040302D006,13,30,Other Labor-related Costs,1614
00040302D006,14,31,Other Labor-related Costs,1562
00040302D006,15,30,Other Labor-related Costs,1519
00040302D006,16,31,Other Labor-related Costs,1793
00040302D006,17,31,Other Labor-related Costs,1747
00040302D006,18,30,Other Labor-related Costs,1652
00040302D006,19,31,Other Labor-related Costs,1726
00040302D006,20,30,Other Labor-related Costs,1605
00040302D006,21,31,Other Labor-related Costs,1455
00040302D006,22,31,Other Labor-related Costs,1728
00040302D006,23,28,Other Labor-related Costs,1876
00040302D006,24,31,Other Labor-related Costs,1896
00040302D014,1,30,Other Labor-related Costs,4275
00040302D014,2,31,Other Labor-related Costs,4722
00040302D014,3,30,Other Labor-related Costs,4527
00040302D014,4,31,Other Labor-related Costs,4487
00040302D014,5,31,Other Labor-related Costs,4910
00040302D014,6,30,Other Labor-related Costs,4283
00040302D014,7,31,Other Labor-related Costs,4474
00040302D014,8,30,Other Labor-related Costs,4051
00040302D014,9,31,Other Labor-related Costs,3358
00040302D014,10,31,Other Labor-related Costs,4387
00040302D014,11,28,Other Labor-related Costs,4065
00040302D014,12,31,Other Labor-related Costs,4829
00040302D014,13,30,Other Labor-related Costs,4896
00040302D014,14,31,Other Labor-related Costs,5190
00040302D014,15,30,Other Labor-related Costs,5024
00040302D014,16,31,Other Labor-related Costs,5061
00040302D014,17,31,Other Labor-related Costs,4774
00040302D014,18,30,Other Labor-related Costs,4056
00040302D014,19,31,Other Labor-related Costs,4316
00040302D014,20,30,Other Labor-related Costs,3917
00040302D014,21,31,Other Labor-related Costs,4171
00040302D014,22,31,Other Labor-related Costs,4230
00040302D014,23,28,Other Labor-related Costs,4140
00040302D014,24,31,Other Labor-related Costs,4566
0004030A635E,1,30,Other Labor-related Costs,7955
0004030A635E,2,31,Other Labor-related Costs,8215
0004030A635E,3,30,Other Labor-related Costs,8438
0004030A635E,4,31,Other Labor-related Costs,9760
0004030A635E,5,31,Other Labor-related Costs,9427
0004030A635E,6,30,Other Labor-related Costs,8476
0004030A635E,7,31,Other Labor-related Costs,8168
0004030A635E,8,30,Other Labor-related Costs,7134
0004030A635E,9,31,Other Labor-related Costs,6333
0004030A635E,10,31,Other Labor-related Costs,8548
0004030A635E,11,28,Other Labor-related Costs,7344
0004030A635E,12,31,Other Labor-related Costs,8790
0004030A635E,13,30,Other Labor-related Costs,8979
0004030A635E,14,31,Other Labor-related Costs,9397
0004030A635E,15,30,Other Labor-related Costs,9426
0004030A635E,16,31,Other Labor-related Costs,8994
0004030A635E,17,31,Other Labor-related Costs,9490
0004030A635E,18,30,Other Labor-related Costs,8807
0004030A635E,19,31,Other Labor-related Costs,8412
0004030A635E,20,30,Other Labor-related Costs,7017
0004030A635E,21,31,Other Labor-related Costs,6693
0004030A635E,22,31,Other Labor-related Costs,8537
0004030A635E,23,28,Other Labor-related Costs,8025
0004030A635E,24,31,Other Labor-related Costs,9227
0004030B92EE,1,30,Other Labor-related Costs,5437
0004030B92EE,2,31,Other Labor-related Costs,5920
0004030B92EE,3,30,Other Labor-related Costs,6752
0004030B92EE,4,31,Other Labor-related Costs,6495
0004030B92EE,5,31,Other Labor-related Costs,7103
0004030B92EE,6,30,Other Labor-related Costs,5922
0004030B92EE,7,31,Other Labor-related Costs,5985
0004030B92EE,8,30,Other Labor-related Costs,5069
0004030B92EE,9,31,Other Labor-related Costs,4211
0004030B92EE,10,31,Other Labor-related Costs,5530
0004030B92EE,11,28,Other Labor-related Costs,5434
0004030B92EE,12,31,Other Labor-related Costs,6365
0004030B92EE,13,30,Other Labor-related Costs,5794
0004030B92EE,14,31,Other Labor-related Costs,6208
0004030B92EE,15,30,Other Labor-related Costs,5982
0004030B92EE,16,31,Other Labor-related Costs,6202
0004030B92EE,17,31,Other Labor-related Costs,6177
0004030B92EE,18,30,Other Labor-related Costs,5656
0004030B92EE,19,31,Other Labor-related Costs,5962
0004030B92EE,20,30,Other Labor-related Costs,5141
0004030B92EE,21,31,Other Labor-related Costs,5335
0004030B92EE,22,31,Other Labor-related Costs,5886
0004030B92EE,23,28,Other Labor-related Costs,6083
0004030B92EE,24,31,Other Labor-related Costs,7036
0004030BEB57,1,30,Other Labor-related Costs,7189
0004030BEB57,2,31,Other Labor-related Costs,8124
0004030BEB57,3,30,Other Labor-related Costs,7483
0004030BEB57,4,31,Other Labor-related Costs,6637
0004030BEB57,5,31,Other Labor-related Costs,7264
0004030BEB57,6,30,Other Labor-related Costs,6847
0004030BEB57,7,31,Other Labor-related Costs,7360
0004030BEB57,8,30,Other Labor-related Costs,6214
0004030BEB57,9,31,Other Labor-related Costs,5543
0004030BEB57,10,31,Other Labor-related Costs,6921
0004030BEB57,11,28,Other Labor-related Costs,6324
0004030BEB57,12,31,Other Labor-related Costs,7763
0004030BEB57,13,30,Other Labor-related Costs,7762
0004030BEB57,14,31,Other Labor-related Costs,7385
0004030BEB57,15,30,Other Labor-related Costs,7504
0004030BEB57,16,31,Other Labor-related Costs,7436
0004030BEB57,17,31,Other Labor-related Costs,7268
0004030BEB57,18,30,Other Labor-related Costs,6268
0004030BEB57,19,31,Other Labor-related Costs,6824
0004030BEB57,20,30,Other Labor-related Costs,6186
0004030BEB57,21,31,Other Labor-related Costs,5578
0004030BEB57,22,31,Other Labor-related Costs,6819
0004030BEB57,23,28,Other Labor-related Costs,6932
0004030BEB57,24,31,Other Labor-related Costs,7840
00040302CD88,1,30,Other Labor-related Costs,651
00040302CD88,2,31,Other Labor-related Costs,527
00040302CD88,3,30,Other Labor-related Costs,811
00040302CD88,4,31,Other Labor-related Costs,4056
00040302CD88,5,31,Other Labor-related Costs,4167
00040302CD88,6,30,Other Labor-related Costs,3827
00040302CD88,7,31,Other Labor-related Costs,3948
00040302CD88,8,30,Other Labor-related Costs,3489
00040302CD88,9,31,Other Labor-related Costs,4283
00040302CD88,10,31,Other Labor-related Costs,3720
00040302CD88,11,28,Other Labor-related Costs,3742
00040302CD88,12,31,Other Labor-related Costs,3878
00040302CD88,13,30,Other Labor-related Costs,4476
00040302CD88,14,31,Other Labor-related Costs,4067
00040302CD88,15,30,Other Labor-related Costs,4099
00040302CD88,16,31,Other Labor-related Costs,4321
00040302CD88,17,31,Other Labor-related Costs,4701
00040302CD88,18,30,Other Labor-related Costs,4108
00040302CD88,19,31,Other Labor-related Costs,4158
00040302CD88,20,30,Other Labor-related Costs,4129
00040302CD88,21,31,Other Labor-related Costs,3970
00040302CD88,22,31,Other Labor-related Costs,3692
00040302CD88,23,28,Other Labor-related Costs,3577
00040302CD88,24,31,Other Labor-related Costs,4335
00040302CE36,1,30,Other Labor-related Costs,5405
00040302CE36,2,31,Other Labor-related Costs,5707
00040302CE36,3,30,Other Labor-related Costs,5949
00040302CE36,4,31,Other Labor-related Costs,6225
00040302CE36,5,31,Other Labor-related Costs,6374
00040302CE36,6,30,Other Labor-related Costs,5510
00040302CE36,7,31,Other Labor-related Costs,5940
00040302CE36,8,30,Other Labor-related Costs,5935
00040302CE36,9,31,Other Labor-related Costs,7079
00040302CE36,10,31,Other Labor-related Costs,5637
00040302CE36,11,28,Other Labor-related Costs,5573
00040302CE36,12,31,Other Labor-related Costs,7285
00040302CE36,13,30,Other Labor-related Costs,6486
00040302CE36,14,31,Other Labor-related Costs,6485
00040302CE36,15,30,Other Labor-related Costs,5879
00040302CE36,16,31,Other Labor-related Costs,7074
00040302CE36,17,31,Other Labor-related Costs,6907
00040302CE36,18,30,Other Labor-related Costs,5996
00040302CE36,19,31,Other Labor-related Costs,5919
00040302CE36,20,30,Other Labor-related Costs,5852
00040302CE36,21,31,Other Labor-related Costs,6856
00040302CE36,22,31,Other Labor-related Costs,6144
00040302CE36,23,28,Other Labor-related Costs,6192
00040302CE36,24,31,Other Labor-related Costs,6294
00040302CF03,1,30,Other Labor-related Costs,579
00040302CF03,2,31,Other Labor-related Costs,833
00040302CF03,3,30,Other Labor-related Costs,4171
00040302CF03,4,31,Other Labor-related Costs,4416
00040302CF03,5,31,Other Labor-related Costs,4808
00040302CF03,6,30,Other Labor-related Costs,4499
00040302CF03,7,31,Other Labor-related Costs,4713
00040302CF03,8,30,Other Labor-related Costs,4352
00040302CF03,9,31,Other Labor-related Costs,4846
00040302CF03,10,31,Other Labor-related Costs,4247
00040302CF03,11,28,Other Labor-related Costs,4652
00040302CF03,12,31,Other Labor-related Costs,5453
00040302CF03,13,30,Other Labor-related Costs,5200
00040302CF03,14,31,Other Labor-related Costs,5545
00040302CF03,15,30,Other Labor-related Costs,5142
00040302CF03,16,31,Other Labor-related Costs,5552
00040302CF03,17,31,Other Labor-related Costs,5389
00040302CF03,18,30,Other Labor-related Costs,4436
00040302CF03,19,31,Other Labor-related Costs,4560
00040302CF03,20,30,Other Labor-related Costs,5268
00040302CF03,21,31,Other Labor-related Costs,5069
00040302CF03,22,31,Other Labor-related Costs,4672
00040302CF03,23,28,Other Labor-related Costs,4691
00040302CF03,24,31,Other Labor-related Costs,5195
00040302CF28,1,30,Other Labor-related Costs,782
00040302CF28,2,31,Other Labor-related Costs,1473
00040302CF28,3,30,Other Labor-related Costs,4745
00040302CF28,4,31,Other Labor-related Costs,5287
00040302CF28,5,31,Other Labor-related Costs,5044
00040302CF28,6,30,Other Labor-related Costs,4565
00040302CF28,7,31,Other Labor-related Costs,5051
00040302CF28,8,30,Other Labor-related Costs,5389
00040302CF28,9,31,Other Labor-related Costs,6866
00040302CF28,10,31,Other Labor-related Costs,4997
00040302CF28,11,28,Other Labor-related Costs,4816
00040302CF28,12,31,Other Labor-related Costs,6119
00040302CF28,13,30,Other Labor-related Costs,5755
00040302CF28,14,31,Other Labor-related Costs,5858
00040302CF28,15,30,Other Labor-related Costs,5594
00040302CF28,16,31,Other Labor-related Costs,5705
00040302CF28,17,31,Other Labor-related Costs,6405
00040302CF28,18,30,Other Labor-related Costs,5450
00040302CF28,19,31,Other Labor-related Costs,5699
00040302CF28,20,30,Other Labor-related Costs,5859
00040302CF28,21,31,Other Labor-related Costs,6086
00040302CF28,22,31,Other Labor-related Costs,6298
00040302CF28,23,28,Other Labor-related Costs,5646
00040302CF28,24,31,Other Labor-related Costs,6226
00040302D006,1,30,Other Labor-related Costs,343
00040302D006,2,31,Other Labor-related Costs,71
00040302D006,3,30,Other Labor-related Costs,314
00040302D006,4,31,Other Labor-related Costs,893
00040302D006,5,31,Other Labor-related Costs,-513
00040302D006,6,30,Other Labor-related Costs,346
00040302D006,7,31,Other Labor-related Costs,590
00040302D006,8,30,Other Labor-related Costs,752
00040302D006,9,31,Other Labor-related Costs,927
00040302D006,10,31,Other Labor-related Costs,565
00040302D006,11,28,Other Labor-related Costs,236
00040302D006,12,31,Other Labor-related Costs,2802
00040302D006,13,30,Other Labor-related Costs,2379
00040302D006,14,31,Other Labor-related Costs,2111
00040302D006,15,30,Other Labor-related Costs,2461
00040302D006,16,31,Other Labor-related Costs,2691
00040302D006,17,31,Other Labor-related Costs,2759
00040302D006,18,30,Other Labor-related Costs,2476
00040302D006,19,31,Other Labor-related Costs,2485
00040302D006,20,30,Other Labor-related Costs,2638
00040302D006,21,31,Other Labor-related Costs,2901
00040302D006,22,31,Other Labor-related Costs,2600
00040302D006,23,28,Other Labor-related Costs,2638
00040302D006,24,31,Other Labor-related Costs,2672
00040302D014,1,30,Other Labor-related Costs,6182
00040302D014,2,31,Other Labor-related Costs,6340
00040302D014,3,30,Other Labor-related Costs,5952
00040302D014,4,31,Other Labor-related Costs,6426
00040302D014,5,31,Other Labor-related Costs,6854
00040302D014,6,30,Other Labor-related Costs,6150
00040302D014,7,31,Other Labor-related Costs,6240
00040302D014,8,30,Other Labor-related Costs,5870
00040302D014,9,31,Other Labor-related Costs,7688
00040302D014,10,31,Other Labor-related Costs,5915
00040302D014,11,28,Other Labor-related Costs,6243
00040302D014,12,31,Other Labor-related Costs,7687
00040302D014,13,30,Other Labor-related Costs,6737
00040302D014,14,31,Other Labor-related Costs,7008
00040302D014,15,30,Other Labor-related Costs,6623
00040302D014,16,31,Other Labor-related Costs,6787
00040302D014,17,31,Other Labor-related Costs,7293
00040302D014,18,30,Other Labor-related Costs,5822
00040302D014,19,31,Other Labor-related Costs,6229
00040302D014,20,30,Other Labor-related Costs,6257
00040302D014,21,31,Other Labor-related Costs,5835
00040302D014,22,31,Other Labor-related Costs,6209
00040302D014,23,28,Other Labor-related Costs,5878
00040302D014,24,31,Other Labor-related Costs,6199
0004030A635E,1,30,Other Labor-related Costs,11531
0004030A635E,2,31,Other Labor-related Costs,12258
0004030A635E,3,30,Other Labor-related Costs,13227
0004030A635E,4,31,Other Labor-related Costs,14602
0004030A635E,5,31,Other Labor-related Costs,14847
0004030A635E,6,30,Other Labor-related Costs,13117
0004030A635E,7,31,Other Labor-related Costs,13228
0004030A635E,8,30,Other Labor-related Costs,12329
0004030A635E,9,31,Other Labor-related Costs,15151
0004030A635E,10,31,Other Labor-related Costs,13433
0004030A635E,11,28,Other Labor-related Costs,13055
0004030A635E,12,31,Other Labor-related Costs,14882
0004030A635E,13,30,Other Labor-related Costs,13969
0004030A635E,14,31,Other Labor-related Costs,15588
0004030A635E,15,30,Other Labor-related Costs,13505
0004030A635E,16,31,Other Labor-related Costs,16229
0004030A635E,17,31,Other Labor-related Costs,13176
0004030A635E,18,30,Other Labor-related Costs,11694
0004030A635E,19,31,Other Labor-related Costs,13107
0004030A635E,20,30,Other Labor-related Costs,12576
0004030A635E,21,31,Other Labor-related Costs,12747
0004030A635E,22,31,Other Labor-related Costs,15120
0004030A635E,23,28,Other Labor-related Costs,12843
0004030A635E,24,31,Other Labor-related Costs,15316
0004030B92EE,1,30,Other Labor-related Costs,7019
0004030B92EE,2,31,Other Labor-related Costs,7473
0004030B92EE,3,30,Other Labor-related Costs,8342
0004030B92EE,4,31,Other Labor-related Costs,8652
0004030B92EE,5,31,Other Labor-related Costs,8215
0004030B92EE,6,30,Other Labor-related Costs,7168
0004030B92EE,7,31,Other Labor-related Costs,8109
0004030B92EE,8,30,Other Labor-related Costs,7289
0004030B92EE,9,31,Other Labor-related Costs,9195
0004030B92EE,10,31,Other Labor-related Costs,7220
0004030B92EE,11,28,Other Labor-related Costs,7647
0004030B92EE,12,31,Other Labor-related Costs,8219
0004030B92EE,13,30,Other Labor-related Costs,7683
0004030B92EE,14,31,Other Labor-related Costs,8004
0004030B92EE,15,30,Other Labor-related Costs,8806
0004030B92EE,16,31,Other Labor-related Costs,8943
0004030B92EE,17,31,Other Labor-related Costs,8865
0004030B92EE,18,30,Other Labor-related Costs,7927
0004030B92EE,19,31,Other Labor-related Costs,8410
0004030B92EE,20,30,Other Labor-related Costs,8285
0004030B92EE,21,31,Other Labor-related Costs,8462
0004030B92EE,22,31,Other Labor-related Costs,8144
0004030B92EE,23,28,Other Labor-related Costs,8838
0004030B92EE,24,31,Other Labor-related Costs,9843
0004030BEB57,1,30,Other Labor-related Costs,9954
0004030BEB57,2,31,Other Labor-related Costs,10548
0004030BEB57,3,30,Other Labor-related Costs,9663
0004030BEB57,4,31,Other Labor-related Costs,9680
0004030BEB57,5,31,Other Labor-related Costs,10261
0004030BEB57,6,30,Other Labor-related Costs,9372
0004030BEB57,7,31,Other Labor-related Costs,9918
0004030BEB57,8,30,Other Labor-related Costs,8833
0004030BEB57,9,31,Other Labor-related Costs,11809
0004030BEB57,10,31,Other Labor-related Costs,8612
0004030BEB57,11,28,Other Labor-related Costs,8469
0004030BEB57,12,31,Other Labor-related Costs,10176
0004030BEB57,13,30,Other Labor-related Costs,10121
0004030BEB57,14,31,Other Labor-related Costs,10325
0004030BEB57,15,30,Other Labor-related Costs,9583
0004030BEB57,16,31,Other Labor-related Costs,11348
0004030BEB57,17,31,Other Labor-related Costs,10514
0004030BEB57,18,30,Other Labor-related Costs,8993
0004030BEB57,19,31,Other Labor-related Costs,9051
0004030BEB57,20,30,Other Labor-related Costs,9299
0004030BEB57,21,31,Other Labor-related Costs,9323
0004030BEB57,22,31,Other Labor-related Costs,9219
0004030BEB57,23,28,Other Labor-related Costs,9392
0004030BEB57,24,31,Other Labor-related Costs,10443
00040302CD88,1,30,Other Labor-related Costs,427
00040302CD88,2,31,Other Labor-related Costs,427
00040302CD88,3,30,Other Labor-related Costs,427
00040302CD88,4,31,Other Labor-related Costs,588
00040302CD88,5,31,Other Labor-related Costs,491
00040302CD88,6,30,Other Labor-related Costs,430
00040302CD88,7,31,Other Labor-related Costs,389
00040302CD88,8,30,Other Labor-related Costs,414
00040302CD88,9,31,Other Labor-related Costs,414
00040302CD88,10,31,Other Labor-related Costs,527
00040302CD88,11,28,Other Labor-related Costs,385
00040302CD88,12,31,Other Labor-related Costs,99
00040302CD88,13,30,Other Labor-related Costs,96
00040302CD88,14,31,Other Labor-related Costs,74
00040302CD88,15,30,Other Labor-related Costs,41
00040302CD88,16,31,Other Labor-related Costs,53
00040302CD88,17,31,Other Labor-related Costs,118
00040302CD88,18,30,Other Labor-related Costs,53
00040302CD88,19,31,Other Labor-related Costs,53
00040302CD88,20,30,Other Labor-related Costs,190
00040302CD88,21,31,Other Labor-related Costs,302
00040302CD88,22,31,Other Labor-related Costs,86
00040302CD88,23,28,Other Labor-related Costs,86
00040302CD88,24,31,Other Labor-related Costs,91
00040302CE36,1,30,Other Labor-related Costs,351
00040302CE36,2,31,Other Labor-related Costs,351
00040302CE36,3,30,Other Labor-related Costs,351
00040302CE36,4,31,Other Labor-related Costs,392
00040302CE36,5,31,Other Labor-related Costs,498
00040302CE36,6,30,Other Labor-related Costs,354
00040302CE36,7,31,Other Labor-related Costs,354
00040302CE36,8,30,Other Labor-related Costs,396
00040302CE36,9,31,Other Labor-related Costs,396
00040302CE36,10,31,Other Labor-related Costs,497
00040302CE36,11,28,Other Labor-related Costs,372
00040302CE36,12,31,Other Labor-related Costs,372
00040302CE36,13,30,Other Labor-related Costs,368
00040302CE36,14,31,Other Labor-related Costs,347
00040302CE36,15,30,Other Labor-related Costs,313
00040302CE36,16,31,Other Labor-related Costs,466
00040302CE36,17,31,Other Labor-related Costs,402
00040302CE36,18,30,Other Labor-related Costs,338
00040302CE36,19,31,Other Labor-related Costs,338
00040302CE36,20,30,Other Labor-related Costs,449
00040302CE36,21,31,Other Labor-related Costs,560
00040302CE36,22,31,Other Labor-related Costs,344
00040302CE36,23,28,Other Labor-related Costs,344
00040302CE36,24,31,Other Labor-related Costs,478
00040302CF03,1,30,Other Labor-related Costs,105
00040302CF03,2,31,Other Labor-related Costs,105
00040302CF03,3,30,Other Labor-related Costs,105
00040302CF03,4,31,Other Labor-related Costs,105
00040302CF03,5,31,Other Labor-related Costs,170
00040302CF03,6,30,Other Labor-related Costs,105
00040302CF03,7,31,Other Labor-related Costs,103
00040302CF03,8,30,Other Labor-related Costs,120
00040302CF03,9,31,Other Labor-related Costs,120
00040302CF03,10,31,Other Labor-related Costs,91
00040302CF03,11,28,Other Labor-related Costs,91
00040302CF03,12,31,Other Labor-related Costs,91
00040302CF03,13,30,Other Labor-related Costs,88
00040302CF03,14,31,Other Labor-related Costs,66
00040302CF03,15,30,Other Labor-related Costs,33
00040302CF03,16,31,Other Labor-related Costs,39
00040302CF03,17,31,Other Labor-related Costs,104
00040302CF03,18,30,Other Labor-related Costs,39
00040302CF03,19,31,Other Labor-related Costs,39
00040302CF03,20,30,Other Labor-related Costs,189
00040302CF03,21,31,Other Labor-related Costs,300
00040302CF03,22,31,Other Labor-related Costs,85
00040302CF03,23,28,Other Labor-related Costs,85
00040302CF03,24,31,Other Labor-related Costs,90
00040302CF28,1,30,Other Labor-related Costs,105
00040302CF28,2,31,Other Labor-related Costs,385
00040302CF28,3,30,Other Labor-related Costs,385
00040302CF28,4,31,Other Labor-related Costs,504
00040302CF28,5,31,Other Labor-related Costs,471
00040302CF28,6,30,Other Labor-related Costs,388
00040302CF28,7,31,Other Labor-related Costs,431
00040302CF28,8,30,Other Labor-related Costs,456
00040302CF28,9,31,Other Labor-related Costs,456
00040302CF28,10,31,Other Labor-related Costs,596
00040302CF28,11,28,Other Labor-related Costs,432
00040302CF28,12,31,Other Labor-related Costs,432
00040302CF28,13,30,Other Labor-related Costs,429
00040302CF28,14,31,Other Labor-related Costs,407
00040302CF28,15,30,Other Labor-related Costs,374
00040302CF28,16,31,Other Labor-related Costs,553
00040302CF28,17,31,Other Labor-related Costs,451
00040302CF28,18,30,Other Labor-related Costs,386
00040302CF28,19,31,Other Labor-related Costs,386
00040302CF28,20,30,Other Labor-related Costs,523
00040302CF28,21,31,Other Labor-related Costs,635
00040302CF28,22,31,Other Labor-related Costs,419
00040302CF28,23,28,Other Labor-related Costs,419
00040302CF28,24,31,Other Labor-related Costs,591
00040302D006,1,30,Other Labor-related Costs,105
00040302D006,2,31,Other Labor-related Costs,105
00040302D006,3,30,Other Labor-related Costs,105
00040302D006,4,31,Other Labor-related Costs,105
00040302D006,5,31,Other Labor-related Costs,170
00040302D006,6,30,Other Labor-related Costs,105
00040302D006,7,31,Other Labor-related Costs,103
00040302D006,8,30,Other Labor-related Costs,120
00040302D006,9,31,Other Labor-related Costs,120
00040302D006,10,31,Other Labor-related Costs,91
00040302D006,11,28,Other Labor-related Costs,91
00040302D006,12,31,Other Labor-related Costs,91
00040302D006,13,30,Other Labor-related Costs,88
00040302D006,14,31,Other Labor-related Costs,66
00040302D006,15,30,Other Labor-related Costs,33
00040302D006,16,31,Other Labor-related Costs,39
00040302D006,17,31,Other Labor-related Costs,104
00040302D006,18,30,Other Labor-related Costs,39
00040302D006,19,31,Other Labor-related Costs,39
00040302D006,20,30,Other Labor-related Costs,189
00040302D006,21,31,Other Labor-related Costs,300
00040302D006,22,31,Other Labor-related Costs,85
00040302D006,23,28,Other Labor-related Costs,85
00040302D006,24,31,Other Labor-related Costs,90
00040302D014,1,30,Other Labor-related Costs,105
00040302D014,2,31,Other Labor-related Costs,105
00040302D014,3,30,Other Labor-related Costs,105
00040302D014,4,31,Other Labor-related Costs,105
00040302D014,5,31,Other Labor-related Costs,170
00040302D014,6,30,Other Labor-related Costs,105
00040302D014,7,31,Other Labor-related Costs,103
00040302D014,8,30,Other Labor-related Costs,145
00040302D014,9,31,Other Labor-related Costs,145
00040302D014,10,31,Other Labor-related Costs,116
00040302D014,11,28,Other Labor-related Costs,116
00040302D014,12,31,Other Labor-related Costs,116
00040302D014,13,30,Other Labor-related Costs,113
00040302D014,14,31,Other Labor-related Costs,91
00040302D014,15,30,Other Labor-related Costs,58
00040302D014,16,31,Other Labor-related Costs,82
00040302D014,17,31,Other Labor-related Costs,146
00040302D014,18,30,Other Labor-related Costs,82
00040302D014,19,31,Other Labor-related Costs,82
00040302D014,20,30,Other Labor-related Costs,193
00040302D014,21,31,Other Labor-related Costs,304
00040302D014,22,31,Other Labor-related Costs,89
00040302D014,23,28,Other Labor-related Costs,89
00040302D014,24,31,Other Labor-related Costs,94
0004030A635E,1,30,Other Labor-related Costs,763
0004030A635E,2,31,Other Labor-related Costs,483
0004030A635E,3,30,Other Labor-related Costs,483
0004030A635E,4,31,Other Labor-related Costs,652
0004030A635E,5,31,Other Labor-related Costs,548
0004030A635E,6,30,Other Labor-related Costs,486
0004030A635E,7,31,Other Labor-related Costs,488
0004030A635E,8,30,Other Labor-related Costs,530
0004030A635E,9,31,Other Labor-related Costs,530
0004030A635E,10,31,Other Labor-related Costs,670
0004030A635E,11,28,Other Labor-related Costs,497
0004030A635E,12,31,Other Labor-related Costs,497
0004030A635E,13,30,Other Labor-related Costs,493
0004030A635E,14,31,Other Labor-related Costs,463
0004030A635E,15,30,Other Labor-related Costs,414
0004030A635E,16,31,Other Labor-related Costs,616
0004030A635E,17,31,Other Labor-related Costs,503
0004030A635E,18,30,Other Labor-related Costs,438
0004030A635E,19,31,Other Labor-related Costs,438
0004030A635E,20,30,Other Labor-related Costs,193
0004030A635E,21,31,Other Labor-related Costs,345
0004030A635E,22,31,Other Labor-related Costs,821
0004030A635E,23,28,Other Labor-related Costs,821
0004030A635E,24,31,Other Labor-related Costs,1198
0004030B92EE,1,30,Other Labor-related Costs,187
0004030B92EE,2,31,Other Labor-related Costs,187
0004030B92EE,3,30,Other Labor-related Costs,187
0004030B92EE,4,31,Other Labor-related Costs,310
0004030B92EE,5,31,Other Labor-related Costs,170
0004030B92EE,6,30,Other Labor-related Costs,105
0004030B92EE,7,31,Other Labor-related Costs,103
0004030B92EE,8,30,Other Labor-related Costs,145
0004030B92EE,9,31,Other Labor-related Costs,145
0004030B92EE,10,31,Other Labor-related Costs,116
0004030B92EE,11,28,Other Labor-related Costs,116
0004030B92EE,12,31,Other Labor-related Costs,116
0004030B92EE,13,30,Other Labor-related Costs,113
0004030B92EE,14,31,Other Labor-related Costs,91
0004030B92EE,15,30,Other Labor-related Costs,58
